bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
24770,Uglies (Uglies  #1),Scott Westerfeld,3.86,0689865384,9780689865381,eng,425,498455,20423
39988,Matilda,Roald Dahl-Quentin Blake,4.3,0141301066,9780141301068,eng,240,495454,10789
3431,The Five People You Meet in Heaven,Mitch Albom,3.92,1401308589,9781401308582,eng,196,494652,15885
13497,A Feast for Crows (A Song of Ice and Fire  #4),George R.R. Martin,4.13,055358202X,9780553582024,eng,1061,491147,16606
5526,Dear John,Nicholas Sparks,4.03,0446528056,9780446528054,eng,276,485405,9539
6514,The Bell Jar,Sylvia Plath,3.99,0061148512,9780061148514,eng,294,459610,14073
4989,The Red Tent,Anita Diamant,4.17,0312353766,9780312353766,eng,336,453899,15578
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.01,030734813X,9780307348135,spa,480,452245,3617
7144,Crime and Punishment,Fyodor Dostoyevsky-David McDuff,4.2,0143058142,9780143058144,eng,671,450705,9501
42156,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,3.84,031232118X,9780312321185,eng,322,439930,7331
6853,One for the Money (Stephanie Plum  #1),Janet Evanovich,4.04,0312362080,9780312362089,eng,320,433568,12335
11486,The Color Purple,Alice Walker,4.19,0671727796,9780671727796,eng,295,425928,9038
11127,The Chronicles of Narnia (Chronicles of Narnia  #1-7),C.S. Lewis-Pauline Baynes,4.26,0066238501,9780066238500,eng,767,425445,7931
2156,Persuasion,Jane Austen-James Kinsley-Maurgaux Motin-Deidre Shauna Lynch,4.13,0192802631,9780192802637,eng,249,421344,10674
43763,Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,3.99,0345476875,9780345476876,eng,342,415274,7058
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.92,0316010669,9780316010665,eng,296,410968,12402
37470,The Other Boleyn Girl (The Plantagenet and Tudor Novels  #9),Philippa Gregory,4.05,0743227441,9780743227445,eng,661,408775,14447
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,0739461192,9780739461198,eng,291,406585,12100
10614,Misery,Stephen King,4.14,0450417395,9780450417399,eng,370,397285,6090
21996,The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson-Tony Goldwyn,3.99,0739303406,9780739303405,eng,447,390272,22826
30183,Marked (House of Night  #1),P.C. Cast-Kristin Cast,3.8,0312360266,9780312360269,eng,306,388266,12549
23807,The Silence of the Lambs  (Hannibal Lecter  #2),Thomas  Harris,4.18,0099446782,9780099446781,eng,338,387742,3464
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey-Jim Collins,4.09,0743269519,9780743269513,eng,372,387431,6364
5759,Fight Club,Chuck Palahniuk,4.2,0393327345,9780393327342,eng,218,384407,9618
4407,American Gods (American Gods  #1),Neil Gaiman,4.11,0747263744,9780747263746,eng,635,382229,15978
47281,Number the Stars,Lois Lowry,4.13,0440227534,9780440227533,eng,137,379669,10983
6867,Atonement,Ian McEwan,3.89,038572179X,9780385721790,eng,351,379336,13316
17061,Coraline,Neil Gaiman,4.05,0061139378,9780061139376,eng,162,377685,12114
12067,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett-Neil Gaiman,4.25,0060853980,9780060853983,eng,412,373135,14874
1622,A Midsummer Night's Dream,William Shakespeare-Barbara A. Mowat-Paul Werstine-Catherine Belsey,3.94,0743477545,9780743477543,eng,298,371813,5196
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel-Martin Gardner,4.07,0451527747,9780451527745,eng,239,367499,5859
2839,Bridge to Terabithia,Katherine Paterson,3.99,0439366771,9780439366779,eng,128,362535,8360
4406,East of Eden,John Steinbeck,4.37,0142000655,9780142000656,eng,601,358668,14740
24337,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,3.98,0590920685,9780590920681,eng,232,357867,8508
13023,Alice in Wonderland,Jane Carruth-Rene Cloke-Lewis Carroll,4.03,0517223627,9780517223628,eng,92,357330,5104
6334,Never Let Me Go,Kazuo Ishiguro,3.81,1400078776,9781400078776,eng,288,354599,21596
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.0,0752864327,9780752864327,eng,566,354289,3437
13145,Along Came a Spider (Alex Cross  #1),James Patterson,4.1,0446692638,9780446692632,eng,449,354100,3775
5359,The Client,John Grisham,3.99,0385339089,9780385339087,eng,483,351882,1887
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,0307346609,9780307346605,eng,342,350060,20137
4948,The Very Hungry Caterpillar,Eric Carle,4.29,0241003008,9780241003008,eng,26,340101,6313
30118,A Light in the Attic,Shel Silverstein,4.34,0060513063,9780060513061,eng,176,337019,2473
18373,Flowers for Algernon,Daniel Keyes,4.11,0156030306,9780156030304,eng,311,332849,9827
29579,Foundation (Foundation #1),Isaac Asimov,4.16,0553803719,9780553803716,eng,244,330996,6109
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.15,0385494785,9780385494786,eng,368,327791,11023
14891,A Tree Grows in Brooklyn,Betty  Smith,4.26,0061120073,9780061120077,eng,496,326733,15400
13214,I Know Why the Caged Bird Sings,Maya Angelou,4.22,0553279378,9780553279375,eng,289,326424,6783
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,0618711651,9780618711659,eng,326,325230,19025
14497,Neverwhere (London Below  #1),Neil Gaiman,4.18,0060557818,9780060557812,eng,370,323601,14372
32499,The Pelican Brief,John Grisham-Джон Гришэм,3.98,0385339704,9780385339704,eng,400,323142,1844
2493,The Time Machine,H.G. Wells-Greg Bear-Carlo Pagetti,3.88,0451528557,9780451528551,eng,118,320900,6353
33724,Can You Keep a Secret?,Sophie Kinsella,3.84,0440241901,9780440241904,eng,374,318669,8838
662,Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,0452011876,9780452011878,eng,1168,311883,14267
9712,Love in the Time of Cholera,Gabriel García Márquez-Edith Grossman,3.9,140003468X,9781400034680,eng,348,310177,12732
28194,Inkheart,Cornelia Funke-Anthea Bell,3.87,0439709105,9780439709101,eng,563,309700,9147
6689,James and the Giant Peach,Roald Dahl-Quentin Blake,4.0,0375814248,9780375814242,eng,146,309497,4481
1232,The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,0143034901,9780143034902,eng,487,306069,21008
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311,301399,6160
4900,Heart of Darkness,Joseph Conrad,3.42,1892295490,9781892295491,eng,188,299880,7862
1103,Snow Flower and the Secret Fan,Lisa See,4.07,0812968069,9780812968064,eng,269,296789,14990
18342,It,Stephen King,4.23,0451169514,9780451169518,eng,1090,293877,6630
9791,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,0307279464,9780307279460,eng,397,291489,14358
6319,The BFG,Roald Dahl-Quentin Blake,4.22,0141311371,9780141311371,eng,199,291032,7057
13148,Kiss the Girls (Alex Cross  #2),James Patterson,3.95,0446677388,9780446677387,eng,481,290733,2837
4894,Who Moved My Cheese?,Spencer Johnson-Kenneth H. Blanchard,3.78,0091883768,9780091883768,eng,96,288074,7725
45978,Eldest (The Inheritance Cycle  #2),Christopher Paolini,3.98,0375840400,9780375840401,eng,704,281918,7707
5203,She's Come Undone,Wally Lamb,3.86,0671021001,9780671021009,eng,465,281643,8978
32234,White Oleander,Janet Fitch,3.96,0316182540,9780316182546,eng,446,277863,5894
6952,Like Water for Chocolate,Laura Esquivel-Thomas  Christensen-Carol Christensen,3.94,0552995878,9780552995870,eng,224,277087,4801
17250,The Crucible,Arthur  Miller-Christopher Bigsby,3.57,0142437336,9780142437339,eng,143,276008,5599
1371,The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,0140275363,9780140275360,eng,683,275201,3218
11590,'Salem's Lot,Stephen King,4.01,0450031063,9780450031069,eng,483,266312,5513
16793,Stardust,Neil Gaiman,4.08,0061142026,9780061142024,eng,248,264799,11040
14748,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.71,0743418174,9780743418171,eng,376,264249,5346
2122,The Fountainhead,Ayn Rand-Leonard Peikoff,3.86,0451191153,9780451191151,eng,704,264209,9828
2203,John Adams,David McCullough,4.06,0743223136,9780743223133,eng,751,264047,5172
32929,Goodnight Moon,Margaret Wise Brown-Clement Hurd,4.27,0060775858,9780060775858,eng,32,264013,4733
6149,Beloved,Toni Morrison,3.81,1400033411,9781400033416,eng,324,263625,7840
14866,Nineteen Minutes,Jodi Picoult,4.12,0743496728,9780743496728,eng,440,262509,13166
12996,Othello,William Shakespeare,3.88,0743477553,9780743477550,eng,314,261813,3996
22232,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,0439488400,9780439488402,eng,186,260685,12034
7745,Fear and Loathing in Las Vegas,Hunter S. Thompson-Ralph Steadman,4.08,0679785892,9780679785897,eng,204,259867,4897
13137,1st to Die (Women's Murder Club  #1),James Patterson,4.07,0446696617,9780446696616,eng,424,259028,4998
10583,Pet Sematary,Stephen King,3.96,1416524347,9781416524342,eng,576,256862,3697
1852,The Call of the Wild,Jack London,3.85,0439227143,9780439227148,eng,172,255627,6478
6327,The Witches,Roald Dahl-Quentin Blake,4.17,0590032496,9780590032490,eng,208,254867,4881
50,Hatchet,Gary Paulsen,3.7,0689840926,9780689840920,eng,208,254827,11346
42899,Dark Lover (Black Dagger Brotherhood  #1),J.R. Ward,4.2,0451216954,9780451216953,eng,393,250693,10152
4473,A Prayer for Owen Meany,John Irving,4.23,0552135399,9780552135399,eng,637,246360,10275
7784,The Lorax,Dr. Seuss,4.35,0679889108,9780679889106,eng,72,245819,3368
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick-Roger Zelazny,4.08,0345404475,9780345404473,eng,244,243785,7566
4069,Man's Search for Meaning,Viktor E. Frankl-Harold S. Kushner-William J. Winslade-Isle Lasch,4.36,080701429X,9780807014295,eng,165,242691,11714
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,0441788386,9780441788385,eng,528,241727,5985
41899,Fantastic Beasts and Where to Find Them,Newt Scamander-J.K. Rowling-Albus Dumbledore,3.99,0439321603,9780439321600,eng,128,240268,5219
13,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,4.38,0345453743,9780345453747,eng,815,240189,3954
24192,The Runaway Jury,John Grisham,3.97,0385339690,9780385339698,eng,358,239779,1617
10916,The Pact,Jodi Picoult,4.01,0061150142,9780061150142,eng,512,237587,8741
45032,Mansfield Park,Jane Austen-Kathryn Sutherland,3.85,0141439807,9780141439808,eng,507,234760,6089
11138,Mere Christianity,C.S. Lewis,4.32,0684823780,9780684823782,eng,191,233819,5696
9717,The Unbearable Lightness of Being,Milan Kundera-Michael Henry Heim,4.09,0571224385,9780571224388,eng,320,233448,7827
3008,A Little Princess,Frances Hodgson Burnett-Nancy Bond,4.19,0142437018,9780142437018,eng,242,232387,4144
47212,Storm Front (The Dresden Files  #1),Jim Butcher,4.01,0451457811,9780451457813,en-US,322,231728,11362
40440,The Thirteenth Tale,Diane Setterfield,3.96,0743298020,9780743298025,eng,406,231609,18267
12220,A Streetcar Named Desire,Tennessee Williams,3.98,0822210894,9780822210894,eng,107,229601,2297
21,A Short History of Nearly Everything,Bill Bryson-William Roberts,4.2,076790818X,9780767908184,eng,544,228522,8840
11297,Norwegian Wood,Haruki Murakami-Jay Rubin,4.03,0375704027,9780375704024,eng,296,227040,11194
33722,The Undomestic Goddess,Sophie Kinsella,3.83,0385338694,9780385338691,eng,404,225988,6427
34497,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,3.99,0060855924,9780060855925,eng,228,225981,4216
5805,V for Vendetta,Alan Moore-David   Lloyd,4.25,1401207928,9781401207922,eng,296,225590,3844
41804,I  Robot (Robot  #0.1),Isaac Asimov,4.19,0553803700,9780553803709,eng,224,225145,3913
28877,Red Dragon (Hannibal Lecter  #1),Thomas  Harris,4.03,0525945563,9780525945567,eng,348,223480,3029
14995,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.96,0553384287,9780553384284,eng,446,221395,6103
5168,Where the Heart Is,Billie Letts,4.01,0446672211,9780446672214,eng,376,220846,3320
18122,The Amber Spyglass (His Dark Materials  #3),Philip Pullman,4.09,0440238153,9780440238157,eng,467,219303,5652
4138,Naked,David Sedaris,4.09,0316777730,9780316777735,eng,304,216173,5081
1842,Guns  Germs  and Steel: The Fates of Human Societies,Jared Diamond,4.02,0739467352,9780739467350,eng,425,215744,7775
10534,The Art of War,Sun Tzu-Thomas Cleary,3.97,1590302257,9781590302255,eng,273,214954,5302
3869,A Brief History of Time,Stephen Hawking,4.16,0553380168,9780553380163,eng,212,214520,5300
343,Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,0140120831,9780140120837,eng,263,212561,7070
929,Memoirs of a Geisha,Arthur Golden,4.1,1400096898,9781400096893,eng,503,211763,3015
10176,Dress Your Family in Corduroy and Denim,David Sedaris,4.1,0965904830,9780965904834,eng,272,211616,4988
5826,Bel Canto,Ann Patchett,3.93,0060838728,9780060838720,eng,352,211515,12546
29044,The Secret History,Donna Tartt,4.09,1400031702,9781400031702,eng,559,210713,14195
38980,The Princess Diaries (The Princess Diaries  #1),Meg Cabot,3.78,0613371658,9780613371650,eng,283,210665,3988
10799,A Farewell to Arms,Ernest Hemingway,3.8,0099910101,9780099910107,eng,293,210197,6087
46799,Go Ask Alice,Beatrice Sparks-Anonymous,3.76,1416914633,9781416914631,eng,213,209572,9174
37415,Their Eyes Were Watching God,Zora Neale Hurston,3.9,0061120065,9780061120060,eng,219,209110,8919
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,0385335970,9780385335973,eng,743,208928,10733
24768,Pretties (Uglies  #2),Scott Westerfeld,3.85,0689865392,9780689865398,eng,370,206325,8796
378,The Phantom Tollbooth,Norton Juster-Jules Feiffer,4.21,0394820371,9780394820378,en-US,256,206193,8290
4929,Kafka on the Shore,Haruki Murakami-Philip Gabriel,4.13,1400079276,9781400079278,eng,467,206089,11396
33917,The Namesake,Jhumpa Lahiri,3.98,0618485228,9780618485222,eng,291,203953,9928
15196,Maus I: A Survivor's Tale: My Father Bleeds History (Maus  #1),Art Spiegelman,4.34,0394541553,9780394541556,eng,159,202242,4831
10920,Cold Mountain,Charles Frazier,3.85,0802142842,9780802142849,eng,356,201921,4860
656,War and Peace,Leo Tolstoy-Henry Gifford-Aylmer Maude-Louise Maude,4.11,0192833987,9780192833983,eng,1392,201919,5903
10692,The Historian,Elizabeth Kostova,3.78,0751537284,9780751537284,eng,704,200734,11952
7061,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,3.77,1400034779,9781400034772,eng,235,200338,9159
3685,Black Beauty,Anna Sewell-Ian Andrew,3.95,0439228905,9780439228909,eng,245,200260,3151
34268,Peter Pan,J.M. Barrie-Michael Hague,4.08,0805072454,9780805072457,eng,176,199665,5191
2932,Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,0375757325,9780375757327,eng,320,198677,3809
11566,The Green Mile,Stephen King,4.44,0451933028,9780451933027,eng,592,197440,4222
3478,Message in a Bottle,Nicholas Sparks,3.96,0446676071,9780446676076,eng,342,197377,3431
43889,Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.14,0765346524,9780765346520,eng,836,197049,4854
1241,A Million Little Pieces,James Frey,3.63,0307276902,9780307276902,eng,432,195863,10669
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,9781416500186,eng,418,195372,7481
8337,Little House in the Big Woods (Little House  #1),Laura Ingalls Wilder-Garth Williams,4.18,0060885378,9780060885373,eng,198,193862,3264
4980,Breakfast of Champions,Kurt Vonnegut,4.08,0385334206,9780385334204,eng,303,193395,5057
28676,American Psycho,Bret Easton Ellis,3.82,0679735771,9780679735779,eng,399,193100,7599
7670,The Andromeda Strain (Andromeda #1),Michael Crichton,3.89,0060541814,9780060541811,eng,327,192637,2571
9777,The God of Small Things,Arundhati Roy,3.93,0679457313,9780679457312,eng,340,190147,9326
10987,Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,9780385335997,eng,870,188662,7865
12957,Much Ado About Nothing,William Shakespeare-Barbara A. Mowat-Paul Werstine-Robert          Jackson-Gail Kern Paster,4.06,0743482751,9780743482752,eng,246,188046,2429
830,Snow Crash,Neal Stephenson,4.03,0553380958,9780553380958,eng,438,187493,6601
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,0060838582,9780060838584,eng,399,187311,4923
14743,The God Delusion,Richard Dawkins,3.9,0618680004,9780618680009,eng,374,187183,6070
10956,The Virgin Suicides,Jeffrey Eugenides,3.84,0747560595,9780747560593,eng,250,186851,6064
42155,Something Blue (Darcy & Rachel  #2),Emily Giffin,3.93,0312323867,9780312323868,en-US,338,186552,6530
7733,Gulliver's Travels,Jonathan Swift-Robert DeMaria Jr.,3.56,0141439491,9780141439495,eng,306,185945,3273
10603,Cujo,Stephen King,3.7,0307348245,9780307348241,spa,432,185847,2537
6534,Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell-Patricia Cornwell,4.02,0743477154,9780743477154,eng,342,185486,2015
22328,Neuromancer (Sprawl  #1),William Gibson,3.89,0441569595,9780441569595,eng,271,185418,5313
3682,A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,0689875347,9780689875342,eng,403,184607,8122
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,0446617792,9780446617796,eng,413,184133,7559
8909,The War of the Worlds,H.G. Wells-Arthur C. Clarke,3.81,0375759239,9780375759239,eng,192,183750,4114
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,0553381679,9780553381672,eng,512,183361,4406
2175,Madame Bovary,Gustave Flaubert-Malcolm Bowie-Margaret Mauldon-Tomás de C.  Duran-Mark Overstall-Victor Villarraza,3.66,0192840398,9780192840394,eng,329,183254,5640
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.06,0812550757,9780812550757,eng,382,182235,6426
13642,A Wizard of Earthsea (Earthsea Cycle  #1),Ursula K. Le Guin,4.0,0553383043,9780553383041,eng,183,182174,5439
27523,Left Behind (Left Behind  #1),Tim LaHaye-Jerry B. Jenkins,3.83,0842342702,9780842342704,eng,342,181922,3216
28862,The Prince,Niccolò Machiavelli-Rufus Goodwin-Benjamin Martinez,3.8,0937832383,9780937832387,eng,140,180901,4005
16343,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,0646418432,9780646418438,eng,121,180757,3440
19321,The Tale of Peter Rabbit (Rabbit Ears),Beatrix Potter-طاهره آدینه پور,4.17,0723247706,9780723247708,eng,72,180490,1478
12873,Rebecca,Daphne du Maurier-Sally Beauman,4.22,1844080382,9781844080380,en-US,441,179051,8061
8921,The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle-Anne Perry-Maria Buitoni Duca-Sidney Paget,4.1,0451528018,9780451528018,eng,256,178632,4441
7069,The World According to Garp,John Irving,4.08,0345915593,9780345915597,eng,610,178515,3833
2784,Ways of Seeing,John Berger,3.78,0140135154,9780140135152,eng,176,177890,998
4934,The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,0374528373,9780374528379,eng,796,177444,6370
11422,Redeeming Love,Francine Rivers,4.49,1590525132,9781590525135,eng,464,176881,9453
46756,Oryx and Crake (MaddAddam  #1),Margaret Atwood,4.01,0385721676,9780385721677,eng,389,176663,9832
23919,The Complete Stories and Poems,Edgar Allan Poe,4.38,0385074077,9780385074070,eng,821,174162,1179
16735,The Prince of Tides,Pat Conroy,4.24,0553381547,9780553381542,eng,679,173886,3342
19380,Candide,Voltaire,3.76,0486266893,9780486266893,eng,129,172319,4526
34897,The Dragon Reborn (Wheel of Time  #3),Robert Jordan,4.25,0765305119,9780765305114,eng,624,171922,2398
5148,A Separate Peace,John Knowles,3.57,0743253973,9780743253970,eng,208,169719,5964
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.06,0060899220,9780060899226,eng,312,168706,8782
10629,Christine,Stephen King-Marie Milpois,3.76,2253147699,9782253147695,fre,411,168523,1911
2547,The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,000100039X,9780001000391,eng,127,167189,4996
14942,Mrs. Dalloway,Virginia Woolf-Maureen Howard,3.79,0151009988,9780151009985,eng,194,167000,5188
29059,Choke,Chuck Palahniuk,3.69,0385720920,9780385720922,eng,293,165418,5063
32682,Patriot Games (Jack Ryan  #1; Jack Ryan Universe  #2),Tom Clancy,4.13,0425134350,9780425134351,eng,503,164306,904
10567,Cell,Stephen King,3.65,1416524517,9781416524519,eng,449,163786,4231
5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,0451210859,9780451210852,eng,463,163647,4846
13615,Death Note  Vol. 1: Boredom (Death Note  #1),Tsugumi Ohba-Pookie Rolf-Takeshi Obata,4.43,1421501686,9781421501680,eng,195,163578,2809
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.62,0805063897,9780805063899,eng,240,163279,5673
5113,Franny and Zooey,J.D. Salinger,3.98,0316769029,9780316769020,eng,201,162510,4805
37732,Are You There God? It's Me  Margaret,Judy Blume,3.9,0689841582,9780689841583,eng,149,162497,4672
7669,Timeline,Michael Crichton,3.84,0099244721,9780099244721,eng,489,161774,3258
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.17,0312282990,9780312282998,eng,639,161137,8971
22205,This Lullaby,Sarah Dessen,4.03,0142501557,9780142501559,eng,345,161054,4396
2696,The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,0140424385,9780140424386,eng,504,161011,2251
10569,On Writing: A Memoir of the Craft,Stephen King,4.33,0743455967,9780743455961,eng,320,160056,10972
46677,Alexander and the Terrible  Horrible  No Good  Very Bad Day,Judith Viorst-Ray Cruz,4.22,0689711735,9780689711732,eng,32,159680,2466
8694,Life  the Universe and Everything (Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.2,0345418905,9780345418906,eng,224,158946,2036
15769,The Bourne Supremacy (Jason Bourne  #2),Robert Ludlum,4.11,0752863886,9780752863887,eng,688,158859,866
23754,Preludes & Nocturnes (The Sandman  #1),Neil Gaiman-Sam Kieth-Mike Dringenberg-Malcolm Jones III-Todd Klein-Karen  Berger,4.25,1563892278,9781563892271,eng,233,158629,3543
1067,1776,David McCullough,4.07,0743226720,9780743226721,eng,386,158126,6034
17690,The Trial,Franz Kafka-Willa Muir-Edwin Muir-Max Brod,3.98,0099428644,9780099428640,eng,255,158037,3472
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,0060589469,9780060589462,eng,540,157734,6101
17214,Starship Troopers,Robert A. Heinlein,4.0,0441783589,9780441783588,eng,335,157228,3765
2767,A People's History of the United States,Howard Zinn,4.08,0060838655,9780060838652,eng,729,156036,4511
11275,The Wind-Up Bird Chronicle,Haruki Murakami-Jay Rubin,4.17,0965341984,9780965341981,eng,607,155967,8928
7332,The Silmarillion (Middle-Earth Universe),J.R.R. Tolkien-Christopher Tolkien-Ted Nasmith,3.91,0618391118,9780618391110,eng,386,155132,4482
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,4.15,0744583276,9780744583274,eng,178,154761,5057
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,0375725784,9780375725784,eng,485,154166,8473
2744,Anansi Boys,Neil Gaiman,4.02,0060515198,9780060515195,eng,387,153485,6986
5308,The Pearl,John Steinbeck,3.45,0142000698,9780142000694,eng,96,153111,5853
43814,The Vampire Lestat (The Vampire Chronicles  #2),Anne Rice,4.07,0345476883,9780345476883,eng,481,152168,2652
35729,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,4.35,0451218043,9780451218049,eng,441,152091,5181
3462,The Rescue,Nicholas Sparks,4.1,0446696129,9780446696128,eng,352,151617,3058
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,3.82,0765356155,9780765356154,eng,1006,151294,9162
93,Heidi,Johanna Spyri-Beverly Cleary-Angelo  Rinaldi,3.98,0753454947,9780753454947,eng,352,150657,2175
3836,Don Quixote,Miguel de Cervantes Saavedra-Roberto González Echevarría-John Rutherford-Ernani Ssó,3.87,0142437239,9780142437230,eng,1023,150559,3770
29800,Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life,Bryan Lee O'Malley,4.16,1932664084,9781932664089,eng,168,149508,3130
6294,Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,4.3,006441034X,9780064410342,eng,329,148957,8340
12938,King Lear,William Shakespeare,3.9,074348276X,9780743482769,eng,316,148902,2663
24765,Specials (Uglies  #3),Scott Westerfeld,3.77,0689865406,9780689865404,eng,384,148339,6668
10589,Bag of Bones,Stephen King,3.89,067102423X,9780671024239,eng,736,147964,2836
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,1594200823,9781594200823,eng,450,147893,10334
10605,Thinner,Richard Bachman-Stephen King,3.7,0451190750,9780451190758,eng,320,147510,1394
5349,The Rainmaker,John Grisham,3.93,0385339607,9780385339605,eng,419,146553,1414
12898,Death of a Salesman,Arthur  Miller,3.5,0435233076,9780435233075,eng,117,146272,2858
11573,The Dead Zone,Stephen King,3.92,0451155750,9780451155757,eng,402,145883,2279
15925,The Guardian,Nicholas Sparks,4.15,0446696110,9780446696111,eng,400,144654,4103
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,0393324826,9780393324822,eng,303,144610,11109
16304,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.16,0425200450,9780425200452,eng,322,144452,5688
5659,The Wind in the Willows,Kenneth Grahame-Gillian Avery,3.99,0143039091,9780143039099,eng,256,142146,3269
42900,Lover Awakened (Black Dagger Brotherhood  #3),J.R. Ward,4.45,0451219368,9780451219367,eng,448,141779,5591
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.15,0374105235,9780374105235,eng,229,141381,9284
10988,Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,0385335989,9780385335980,eng,880,140945,5450
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1577314808,9781577314806,eng,229,140443,6245
7672,Congo,Michael Crichton,3.58,0060541830,9780060541835,eng,442,140223,1468
19302,Pippi Longstocking,Astrid Lindgren-Florence Lamborn-Louis S. Glanzman,4.12,0142402494,9780142402498,eng,160,140107,2411
5472,Animal Farm / 1984,George Orwell-Christopher Hitchens,4.28,0151010269,9780151010264,eng,400,140015,1493
14864,Plain Truth,Jodi Picoult,3.97,0743275012,9780743275019,eng,405,139141,5642
34084,The Waste Lands (The Dark Tower  #3),Stephen King-Ned Dameron,4.24,0670032565,9780670032563,eng,422,138227,3214
15926,Nights in Rodanthe,Nicholas Sparks,3.83,0446612707,9780553813951,eng,222,137905,3499
9539,The Shadow Rising (Wheel of Time  #4),Robert Jordan,4.23,0812513738,9780812513738,eng,1007,137790,2209
2880,Bleach  Volume 01,Tite Kubo,4.22,1591164419,9781591164418,eng,200,136795,1011
42149,Baby Proof,Emily Giffin,3.71,0312348649,9780312348649,eng,340,136644,3070
30597,The Hunchback of Notre-Dame,Victor Hugo-Walter J. Cobb,3.99,0451527887,9780451527882,eng,510,136349,2406
33507,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne-Anthony Bonner,3.88,076072850X,9780760728505,eng,394,135778,2925
